image,pixel_spacing_x,pixel_spacing_y,image_source,have_metadata,original_width,original_height,image_id
random-id-307f7d0c-e048-472a-a9f7-bd89c9dddd1e,0.14,0.14,University of Miami,True,2466,3040,generated_id_c75cb66a
random-id-53d44101-5b43-4b5a-9140-dcde8f5406d9,0.14,0.14,University of Miami,True,2466,2552,generated_id_7688b6ef
random-id-faeefffb-46c2-4f61-8f1b-e9ba8f238610,0.14,0.14,University of Miami,True,2392,2753,generated_id_031b4af5
random-id-4a4e9784-e537-4566-b862-c4c5158245b8,0.14,0.14,University of Miami,True,2465,3039,generated_id_6208ef0f
random-id-1f71ce8c-a07e-440e-9815-94c7149dd8af,0.14,0.14,University of Miami,True,3040,2325,generated_id_49d180ec
random-id-60aacfcf-0cd2-4b89-a7cb-a055d219e835,0.14,0.14,University of Miami,True,2466,3040,generated_id_6e400187
random-id-dafd887e-9e8b-4abd-a437-f9bd7813e4ee,0.14,0.14,University of Miami,True,2465,3039,generated_id_e3d6c4d4
random-id-91a1bc86-0307-41ea-8d65-0b1c71f5e674,0.14,0.14,University of Miami,True,2466,2672,generated_id_39fa9ec1
random-id-95b12953-eee4-4a00-add2-bbb1b1b8dcac,0.14,0.14,University of Miami,True,2466,2517,generated_id_86e50149
random-id-d77869c7-aab7-49bf-a4a9-d43810b32371,0.14,0.14,University of Miami,True,2422,2996,generated_id_c6f3ac57
random-id-f5395d6f-5a73-424d-b137-907b3f72db9a,0.14,0.14,University of Miami,True,2432,2522,generated_id_f5ca38f7
random-id-4c7b54e4-8e8b-4b02-a06a-bb1adfa8393a,0.14,0.14,University of Miami,True,3039,2465,generated_id_4ec9599f
random-id-a91db8a7-4588-4aea-a561-45676265c9df,0.14,0.14,University of Miami,True,2465,3039,generated_id_670671cd
random-id-6db91c5f-922d-47bf-998a-9b1d3d062b85,0.14,0.14,University of Miami,True,2466,3040,generated_id_19581e27
random-id-d5824466-84b7-4435-914a-de2edf5967ed,0.14,0.14,University of Miami,True,2466,3040,generated_id_4fc82b26
random-id-43b71cf1-0c93-4d2e-926e-1d9e4b3b6ca3,0.14,0.14,University of Miami,True,2996,2422,generated_id_7902699b
random-id-eb50f94c-2583-4082-b1bf-c530a1413d5d,0.14,0.14,University of Miami,True,2466,3040,generated_id_35135aaa
random-id-e48e6eb9-178a-414f-8bf6-637da6ffdfa3,0.14,0.14,University of Miami,True,2422,2996,generated_id_b17ef6d1
random-id-5eb2aef4-a93f-4537-9c0b-4feea07a885a,0.14,0.14,University of Miami,True,2385,2701,generated_id_73475cb4
random-id-980115ea-bf40-4f6a-86e9-f0da20aaef97,0.14,0.14,University of Miami,True,3040,2466,generated_id_cd70bea0
random-id-209765e7-3dfe-442b-9fb0-87f94cf8db76,0.14,0.14,University of Miami,True,3040,2466,generated_id_811786ad
random-id-3c1c8e47-f19c-46e4-b008-189be7ed9369,0.14,0.14,University of Miami,True,2466,2434,generated_id_96061e92
random-id-e7316855-f770-497e-b3bf-248495d9d919,0.14,0.14,University of Miami,True,2466,3040,generated_id_bdd2d3af
random-id-42e71637-9e80-410f-9e45-70d0d17a83e9,0.14,0.14,University of Miami,True,3040,2466,generated_id_48449a14
random-id-88d2b26c-775c-4147-b9d1-20872aed046c,0.14,0.14,University of Miami,True,2466,2568,generated_id_eb624dbe
random-id-aa4b8496-cfdb-4af5-839f-97f7bcc4eb96,0.14,0.14,University of Miami,True,3040,2466,generated_id_e7f6c011
random-id-c806d958-6c57-49c2-b9ac-a4eb3157007f,0.14,0.14,University of Miami,True,2465,3039,generated_id_59e19706
random-id-d11c08c5-130c-4e4e-84f8-db664fafcae8,0.14,0.14,University of Miami,True,2422,2996,generated_id_4523540f
random-id-59fade5a-09ba-4357-8e76-5e7cf9ecfcb0,0.14,0.14,University of Miami,True,3040,2292,generated_id_6b86b273
random-id-985fcf54-71a7-40ad-8677-1c876e259d86,0.14,0.14,University of Miami,True,2465,2687,generated_id_4a44dc15
random-id-7e1243c0-c436-4511-a012-8316580b38be,0.14,0.14,University of Miami,True,2466,3040,generated_id_9400f1b2
random-id-db5d361f-fe84-4346-bf39-c45ff94b4a16,0.14,0.14,University of Miami,True,2359,2806,generated_id_5f9c4ab0
random-id-93acd0be-1a8d-4088-89c9-4dc27d559bdb,0.14,0.14,University of Miami,True,2437,2673,generated_id_2c624232
random-id-67a08107-80a6-43d5-8169-7f748abfc858,0.14,0.14,University of Miami,True,2466,3040,generated_id_6f4b6612
random-id-a55a25ae-bade-4b12-bfbe-1255039b2c1b,0.14,0.14,University of Miami,True,2113,3040,generated_id_f369cb89
random-id-98e7bae7-b8e4-453c-b3c3-c8328728f128,0.14,0.14,University of Miami,True,3040,2466,generated_id_5316ca1c
random-id-4de60aaf-d229-4bd7-a1c6-08b060b1d373,0.14,0.14,University of Miami,True,2465,3039,generated_id_434c9b5a
random-id-4e865ed8-eedc-449b-83a5-655ef91727e5,0.14,0.14,University of Miami,True,2466,3040,generated_id_87226162
random-id-3592875c-f0ed-45f4-b511-a1933a42f5a2,0.14,0.14,University of Miami,True,2466,3040,generated_id_71ee45a3
random-id-cdf3efd1-7870-4c52-a388-47dfb1db2b65,0.14,0.14,University of Miami,True,2465,3039,generated_id_44cb730c
random-id-22b4ea06-9663-47b6-9c87-d3519531ebc1,0.14,0.14,University of Miami,True,2466,3040,generated_id_8b940be7
random-id-8e8d4424-4027-4748-a2bc-4c7496b4b3df,0.14,0.14,University of Miami,True,3040,2466,generated_id_aea92132
random-id-5beb6a4b-cc22-45f5-8ee7-c060f9c1d185,0.14,0.14,University of Miami,True,2465,3039,generated_id_76a50887
random-id-ed04121e-7e1c-4bc1-b585-19d424162cb8,0.14,0.14,University of Miami,True,2465,3039,generated_id_eb1e33e8
random-id-93414f8b-193c-44db-8e64-cd710b1ceaf5,0.14,0.14,University of Miami,True,2255,2486,generated_id_1da51b8d
random-id-d3e69356-dc77-4124-a85d-6103329e82d9,0.14,0.14,University of Miami,True,2466,3040,generated_id_108c995b
random-id-f026d51c-acdb-4493-a75b-e99ca696e803,0.14,0.14,University of Miami,True,2458,2732,generated_id_81b8a03f
random-id-783e11b9-627a-40c1-a09e-ee9f9cf4f2d3,0.14,0.14,University of Miami,True,2466,3040,generated_id_7b1a278f
random-id-a237b713-d2da-49e1-895f-6a06b5e73906,0.14,0.14,University of Miami,True,2466,3040,generated_id_ad573668
random-id-eca0189b-cd85-4c49-a9fc-c26a6c6da053,0.14,0.14,University of Miami,True,2466,2985,generated_id_2fca346d
random-id-c28f9a7e-30d8-4d3d-a56c-aa6218515843,0.14,0.14,University of Miami,True,2465,3039,generated_id_29db0c67
random-id-b7374c4a-e4ad-451c-8dec-d6ef5188d6f2,0.14,0.14,University of Miami,True,2465,3039,generated_id_2858dcd1
random-id-226958fe-a2a4-4633-bc97-0f474f4f2fb2,0.14,0.14,University of Miami,True,2466,3040,generated_id_624b60c5
random-id-567c2be4-15ae-49da-81ea-d281574da8c2,0.14,0.14,University of Miami,True,2465,3039,generated_id_7a61b537
random-id-b09875a1-44a0-4ec9-a908-2cb15da4e996,0.14,0.14,University of Miami,True,3039,2465,generated_id_0b918943
random-id-5706087a-d516-4c36-ab51-9fcdc1ee5ff5,0.14,0.14,University of Miami,True,2105,3040,generated_id_8c1f1046
random-id-a8eb065f-0d64-47e5-a17e-9ebbe64705d2,0.14,0.14,University of Miami,True,2046,2324,generated_id_41cfc0d1
random-id-f1751861-2211-42e7-84cd-c925640bb447,0.14,0.14,University of Miami,True,3039,2465,generated_id_02d20bbd
random-id-991f6c8d-9b32-4768-ad12-7f23826e7430,0.14,0.14,University of Miami,True,2465,3039,generated_id_d6d824ab
random-id-ad228089-f582-4cb5-b113-40753d58eb85,0.14,0.14,University of Miami,True,2177,2445,generated_id_da4ea2a5
random-id-99e49ba2-665d-41d1-bb5c-fb67cc57b689,0.14,0.14,University of Miami,True,3039,2465,generated_id_a68b412c
random-id-4a86b264-408c-4896-9394-916464647d1f,0.14,0.14,University of Miami,True,2465,3039,generated_id_69f59c27
random-id-ce0d1381-214c-4a09-83de-57837b52d5b0,0.14,0.14,University of Miami,True,2465,2797,generated_id_25fc0e70
random-id-b1c13d1d-6dce-41d4-a628-39c143f12777,0.14,0.14,University of Miami,True,2465,3039,generated_id_98a3ab7c
random-id-5b2fff99-2159-4975-9081-9975789af60f,0.14,0.14,University of Miami,True,2370,2288,generated_id_3d914f93
random-id-4d506cda-8586-4e3e-a8d7-90bf2959687c,0.14,0.14,University of Miami,True,2231,3103,generated_id_bbb965ab
random-id-34791398-6de2-4f95-912d-dc127eddbf88,0.14,0.14,University of Miami,True,2466,2847,generated_id_a88a7902
random-id-cbf8c1c3-46ac-49ef-950d-1b4db1df460c,0.14,0.14,University of Miami,True,2466,3040,generated_id_98010bd9
random-id-06d90493-d98e-41b7-ab6f-f6fda93eb111,0.14,0.14,University of Miami,True,3039,2465,generated_id_ff5a1ae0
random-id-de1cf3b1-53ab-4bb0-bb45-266171cfcab6,0.14,0.14,University of Miami,True,2466,2709,generated_id_44c8031c
random-id-6dcbfd8b-5455-430b-9ee6-6568ffa7efdc,0.14,0.14,University of Miami,True,2787,2385,generated_id_c2356069
random-id-9c0af0ff-0f50-4760-9e3f-7e79e9ff09cc,0.14,0.14,University of Miami,True,2410,3040,generated_id_535fa30d
random-id-ff30b55f-b0ba-451a-ab45-86dbf11e0b88,0.14,0.14,University of Miami,True,2146,2482,generated_id_4b227777
random-id-2e71687a-5087-4d7b-b6f3-779bd222d92c,0.14,0.14,University of Miami,True,2422,2996,generated_id_e629fa65
random-id-8a2c1f2e-31c6-489a-aa25-cea52a3f6170,0.14,0.14,University of Miami,True,2996,2422,generated_id_4e074085
random-id-b42e2122-2fba-43ad-9a7f-568fba03627e,0.14,0.14,University of Miami,True,2720,3242,generated_id_6b51d431
random-id-eaa64947-532f-4c12-b9ab-b54842225ed2,0.14,0.14,University of Miami,True,2354,3039,generated_id_b4944c6f
random-id-471eda9f-f0c8-47b0-b1b2-8bc5df2e3be7,0.14,0.14,University of Miami,True,2723,2436,generated_id_7f2253d7
random-id-d329d8f2-cab7-40af-93ac-0d34ca4b9708,0.14,0.14,University of Miami,True,2466,3040,generated_id_f74efabe
random-id-ba5f2d5d-ee7d-4f69-b541-78f2d1d60360,0.14,0.14,University of Miami,True,2376,2801,generated_id_a46e3763
random-id-1628c88a-5485-44ab-b3b5-f1fb26ed8c3d,0.14,0.14,University of Miami,True,2465,3039,generated_id_0e17daca
random-id-815e8bbc-761a-40f7-ae6b-3c89b1c88348,0.14,0.14,University of Miami,True,3039,2465,generated_id_d59eced1
random-id-c6c48c6f-192a-4fde-bb20-08ce434ce2c6,0.14,0.14,University of Miami,True,2465,3039,generated_id_31489056
random-id-745b2f5c-c4fa-4213-b796-d64ffeec9f1b,0.14,0.14,University of Miami,True,2465,3039,generated_id_349c4120
random-id-d606a89f-18fa-4827-894b-fde107038181,0.14,0.14,University of Miami,True,2466,3040,generated_id_d4735e3a
random-id-d97fc30a-9f4b-446f-b35f-eb3d8030c74b,0.14,0.14,University of Miami,True,2012,2944,generated_id_3fdba35f
random-id-dc15bd21-190d-4965-a93e-1f86094f596f,0.14,0.14,University of Miami,True,2501,2415,generated_id_ef2d127d
random-id-737596de-046a-4b25-8044-f7cd48e0bb52,0.14,0.14,University of Miami,True,3040,2466,generated_id_8527a891
random-id-353b97d3-1a64-4e0d-8a76-b812408422a9,0.14,0.14,University of Miami,True,2466,2734,generated_id_785f3ec7
random-id-d618fa89-0cbb-434d-80b2-53ebf001d3ea,0.14,0.14,University of Miami,True,2466,3040,generated_id_b7a56873
random-id-7281694d-226b-49f3-9e14-010cd8b54794,0.15,0.15,Morales Meseguer Hospital,True,2336,2800,generated_id_3d3a4734
random-id-f53251fb-dd7e-46f9-abf0-06c187f3da05,0.15,0.15,Morales Meseguer Hospital,True,2288,2836,generated_id_59363777
random-id-c6aa0034-a78a-48aa-94bb-c5af1ca38c09,0.15,0.15,Morales Meseguer Hospital,True,2336,2836,generated_id_06d5972f
random-id-afe8ae2a-afc5-4c53-b8bd-82d24ea1259c,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_1aca7a5d
random-id-41e66bf0-1e17-45fa-a50c-189dfe01d99e,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_5f882d94
random-id-082b1286-5ebe-4881-b2c4-3ef9ab895909,0.148,0.148,Morales Meseguer Hospital,True,2350,2557,generated_id_d86ae3d4
random-id-32feb9bf-7796-4727-a5ff-6fd030c0f271,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_6e285a3d
random-id-bab6fe43-82b4-4975-914d-0f1368809d5e,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_a79cabe6
random-id-7ef86c74-c045-435c-b9f8-73f4b3ecf6f0,0.15,0.15,Morales Meseguer Hospital,True,2676,2716,generated_id_36cb2faa
random-id-a8a99585-4064-4a77-bc3c-aabd66cd0e18,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_f9d307d3
random-id-efbd2234-7dde-4d2e-8e60-8dbda1b8ff92,0.15,0.15,Morales Meseguer Hospital,True,2336,2836,generated_id_aa2ca472
random-id-8f9ef31e-7e9e-44e2-a076-74458aac2f4c,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_7d32b567
random-id-76554651-e5c5-4e0d-b58f-973583691f61,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_d39546a9
random-id-f557b378-285d-43cb-8e25-0122a5016b7a,0.15,0.15,Morales Meseguer Hospital,True,2336,2836,generated_id_4d4ae01e
random-id-21856aac-e63e-4d55-89a1-7e66bc848a93,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_c4d90092
random-id-8cb880cf-99a6-4173-866e-48d282edcead,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_628f0f93
random-id-9cd55017-9220-44ca-b232-88412ece222a,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_57a0dafe
random-id-a611e115-ddbf-45d9-8fdb-8db9fb3e7df0,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_7b878e12
random-id-9b4f69dd-9ce1-4802-8edf-da59367dbbcf,0.148,0.148,Morales Meseguer Hospital,True,2350,2744,generated_id_8af3fe06
random-id-b1b11e70-1003-4cad-b1ce-2a45313ab5cd,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_39f339f9
random-id-5301a499-d8fc-4638-bdb2-098791dd68a5,0.148,0.148,Morales Meseguer Hospital,True,2350,2755,generated_id_e8d5b44a
random-id-822859c0-39ad-4388-8204-3cac1662c76a,0.148,0.148,Morales Meseguer Hospital,True,2350,2744,generated_id_2ff34546
random-id-e941792d-6524-48c0-8cec-1ffbf2660f08,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_4d6fdd89
random-id-fee1eaae-5ebf-4a6c-8e56-6f266e5cd502,0.148,0.148,Morales Meseguer Hospital,True,2350,2619,generated_id_568d791c
random-id-9ddf10d3-a59a-4a78-a394-eb180d9d12d8,0.148,0.148,Morales Meseguer Hospital,True,2350,2750,generated_id_6b2cfc26
random-id-cfee0c0e-2f3a-4aad-9055-0c9699209b31,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_767204a5
random-id-8e736a07-5846-452c-9ba1-2741e5736417,0.15,0.15,Morales Meseguer Hospital,True,1917,2273,generated_id_de1c9edb
random-id-20712b9d-de77-4a65-ad00-4fb841f5f137,0.15,0.15,Morales Meseguer Hospital,True,2336,2836,generated_id_129f1093
random-id-30ec2432-45c2-4cb1-a308-d691782ef4ca,0.148,0.148,Morales Meseguer Hospital,True,2350,2815,generated_id_5b897bb3
random-id-37168ae4-9085-4676-8a2f-a6d61e0a6a7f,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_d2a5f434
random-id-c0555605-a0f0-42df-96c1-71175ea16379,0.15,0.15,Morales Meseguer Hospital,True,2336,2776,generated_id_4677561b
random-id-e669dd6b-e38c-4315-85da-f1267786e7df,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_4df204a3
random-id-1215b6a6-7381-48ab-ab4f-35b89a167e89,0.15,0.15,Morales Meseguer Hospital,True,2336,2836,generated_id_28d0cc49
random-id-2a0eaf99-f5ad-441a-9b87-eba54f9eb011,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_38af3bd7
random-id-df1c8d21-9f46-4f96-924e-afbc8ceb2800,0.148,0.148,Morales Meseguer Hospital,True,2220,2435,generated_id_01fa5d2a
random-id-4ca1dbb0-bd9e-4db6-b5f4-e58d79526e96,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_3e9552f2
random-id-e2535d46-e08d-4f2c-a5bc-abf34b6a4ada,0.148,0.148,Morales Meseguer Hospital,True,2350,2560,generated_id_963d89e0
random-id-b3dc91bf-50c8-46be-8f5e-0f27acb48a65,0.15,0.15,Morales Meseguer Hospital,True,2336,2836,generated_id_27ed5f1d
random-id-8ef0b466-e071-4e02-afaa-914352c53d9c,0.15,0.15,Morales Meseguer Hospital,True,2336,2836,generated_id_2b270a13
random-id-5118f340-b3d1-45f7-a8f3-764e067bd22b,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_03e2de40
random-id-8c128247-d7df-4e7c-a806-1e36b58cb809,0.15,0.15,Morales Meseguer Hospital,True,2336,2788,generated_id_93c6bc09
random-id-b19a5690-a478-4a64-8ca0-d8ae51a3cf58,0.148,0.148,Morales Meseguer Hospital,True,2350,2744,generated_id_fa4f581a
random-id-1dcb315f-c8f2-4ed6-bf1f-6fe1cde77439,0.148,0.148,Morales Meseguer Hospital,True,2206,2547,generated_id_4bb781d3
random-id-15bb4614-5e82-483e-bfee-02585d3f9dfb,0.148,0.148,Morales Meseguer Hospital,True,2350,2715,generated_id_c2e82ed8
random-id-277e175d-f072-4fc2-ad14-f1be82d05bc2,0.148,0.148,Morales Meseguer Hospital,True,2635,2751,generated_id_9b35b912
random-id-75b57363-c3c8-4c36-9322-714f965d4e23,0.15,0.15,Morales Meseguer Hospital,True,2336,2836,generated_id_77145eff
random-id-1d00c662-d881-4662-aae1-efd3e021a9ab,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_0c1637d1
random-id-82380633-bdbe-479c-8bb2-ea020f1704ae,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_d1d21b4e
random-id-926e6cf7-9104-449a-ab54-6dc173aae5e3,0.15,0.15,Morales Meseguer Hospital,True,2336,2836,generated_id_6dbc6791
random-id-97f62270-a3f3-4a76-8108-5073685a488e,0.15,0.15,Morales Meseguer Hospital,True,2336,2373,generated_id_ef37d524
random-id-4c795207-81a6-4bba-ac96-b59cc31ca19c,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_4cf4e346
random-id-b5dbdb0e-a898-4eae-b885-7040c13d8775,0.15,0.15,Morales Meseguer Hospital,True,2204,2836,generated_id_34b1ddac
random-id-01f9fc91-a0b7-4574-b044-34ff01e0a860,0.148,0.148,Morales Meseguer Hospital,True,2350,2744,generated_id_f1a78bdf
random-id-d2b2cadd-5652-4245-9a34-c6be8d20a3ca,0.15,0.15,Morales Meseguer Hospital,True,2336,2836,generated_id_099629c8
random-id-b4b806ad-fd01-421a-b1d3-d8ba12017b37,0.15,0.15,Morales Meseguer Hospital,True,2336,2836,generated_id_0cd9138d
random-id-20340d1a-81ab-4e1f-92b0-e406c54446c1,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_4301de48
random-id-e64e307a-6ef2-4e0d-8c6b-d377a20e8346,0.14806397,0.14806397,Morales Meseguer Hospital,True,2350,2861,generated_id_51e44cf7
random-id-abca9e7d-085e-42c7-b472-fbc97a403674,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_7b4bc299
random-id-56714745-a920-40a8-8178-445307419f5d,0.15,0.15,Morales Meseguer Hospital,True,2336,2836,generated_id_a152d184
random-id-3b1796c4-31c9-46e4-b787-a74f8d68be20,0.15,0.15,Morales Meseguer Hospital,True,2300,2812,generated_id_be28b5fb
random-id-d3b654a2-0765-4e3e-824b-a464625d4b31,0.15,0.15,Morales Meseguer Hospital,True,1963,2836,generated_id_d25434ce
random-id-1092bd27-4c54-41b3-8cb2-2af608a674f9,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_1e1af071
random-id-c593791d-1898-4c83-9aba-55694cb160d8,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_5b9cf914
random-id-70180ebc-1c2d-4a6e-b337-d2bf3f6cf042,0.15,0.15,Morales Meseguer Hospital,True,2336,2752,generated_id_2e3744e0
random-id-bb308416-eb7f-403f-9ebc-d23bfa69b84d,0.15,0.15,Morales Meseguer Hospital,True,2336,2836,generated_id_d33b2841
random-id-48b58693-81ea-481f-98f5-712bb3f0a321,0.15,0.15,Morales Meseguer Hospital,True,2336,2836,generated_id_bb21d82b
random-id-7575ccfe-bb3e-4c49-95c0-6094942dfe4a,0.148,0.148,Morales Meseguer Hospital,True,2330,2307,generated_id_b2bd0c4a
random-id-9197a9bc-1ff5-4ef9-ade0-c46f57ab27c3,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_caa3ac7a
random-id-06d393d9-1300-47b3-a3bd-d2aee8215b59,0.148,0.148,Morales Meseguer Hospital,True,2350,2565,generated_id_e44fd851
random-id-3c4c0804-aad3-484a-a837-0debc878794f,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_d81e4660
random-id-e85c27d1-1f28-4b4a-a163-e1bb55fe8117,0.148,0.148,Morales Meseguer Hospital,True,2350,2618,generated_id_841c18cf
random-id-37e9b125-a591-4cdb-b78e-321ddc0e5ca6,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_084ef629
random-id-0d25e8b8-f0ff-4a91-9079-1729a7731653,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_f0f556c5
random-id-d2434d80-68cc-4bc7-99c4-3a3a6c4d96f0,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_be64bddb
random-id-c1916e6d-e01f-480e-8039-717d4f290798,0.148,0.148,Morales Meseguer Hospital,True,2350,2777,generated_id_ea3b3193
random-id-0f01103b-9256-4643-8e8f-6bb843f53f49,0.148,0.148,Morales Meseguer Hospital,True,2350,2755,generated_id_9af2689d
random-id-6519e1d0-cd3e-4b51-992e-121fcadf7e71,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_2cb1686f
random-id-01d0bc2d-8e49-480f-b234-bb97c7f9e746,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_2c9040f4
random-id-625baddb-7614-4dc9-a1df-3a93121028b2,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_69c4705b
random-id-64e1cbb5-109d-47f6-9983-0fd7a8e04ad7,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_2e3744e0
random-id-df72e199-a113-4727-a954-66503fdce288,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_ec7d5d2f
random-id-5e728666-6816-4717-952a-0be1fdb178ae,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_525c7a24
random-id-0e8dd639-45bb-4421-991e-2d3d420c318f,0.15001616,0.15001616,Morales Meseguer Hospital,True,2320,2176,generated_id_abac702b
random-id-261ca52c-9921-4169-9854-585c5d0a6d3c,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_6e1110b9
random-id-bc71b824-4e3a-4f93-9da8-1389f918e7a8,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_43eb262c
random-id-44586ca3-af43-412e-8f2b-75cc984f6844,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_63d11a66
random-id-d921d698-d3be-4e19-ac9d-2b0a36194045,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_acaddfd0
random-id-42d4f2df-97af-4d62-8263-62a9a1e85ba5,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_27dd1e23
random-id-d5f78dfa-4c06-468f-b100-645a63f4f827,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_b904f041
random-id-35c21cc4-16cf-47d7-9a85-6cd3cdf69366,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_6b4eca54
random-id-60c697f6-2a5b-4500-872e-f3bb88871915,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_36b47be5
random-id-d8e9e45f-ff66-4eda-a0a6-6e4077f48e5f,0.148,0.148,Morales Meseguer Hospital,True,2244,2237,generated_id_065f49d2
random-id-c7bd9ff2-9a30-4785-8918-a19769692b95,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_96c08170
random-id-3edfe50a-77b3-44b1-98f7-cd6bf1bfb670,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_64676918
random-id-a6489094-176b-4233-8d4c-71e41a843119,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_5b1f102b
random-id-2e25ab1f-27be-4a19-96d4-9b825bc788c9,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_07feab41
random-id-ae308bce-560b-42ec-8d97-79f94f89a034,0.148,0.148,Morales Meseguer Hospital,True,2058,2362,generated_id_0a9a3f6e
random-id-b9b4e709-ebc7-4bf4-b004-548339c1b81c,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_56063689
random-id-de96b8e3-5109-4ba3-90fd-01affc175ade,0.15,0.15,Morales Meseguer Hospital,True,2276,2512,generated_id_b81e2ac2
random-id-27044ef2-0260-4100-ae88-80fa98c7b0df,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_db3c20c3
random-id-40394627-10eb-4c94-a815-037001cc427c,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_ec73b875
random-id-cb6f4935-c618-4fff-a237-ccf26ed71258,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_9a691745
random-id-89e52a70-8e32-4e23-9851-cfd5bd62c1d0,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_8bf1d36c
random-id-568eb7bf-a9b9-4f4d-910b-1f80c5ded6ce,0.15,0.15,Morales Meseguer Hospital,True,2336,2836,generated_id_5030e797
random-id-31db525d-f85b-4282-a2dc-14cf1baab1c1,0.148,0.148,Morales Meseguer Hospital,True,2350,2531,generated_id_00289d1e
random-id-cfb22dc0-0794-4e35-9dac-1c5af8fd56e5,0.148,0.148,Morales Meseguer Hospital,True,2254,2866,generated_id_87bdbbfe
random-id-03775b61-cb57-4478-8b21-2b7ce4a66421,0.148,0.148,Morales Meseguer Hospital,True,2350,2866,generated_id_eab0ca68
random-id-22be5d12-c2d5-4065-9e5a-f459f86ee49e,0.139,0.139,Technical University of Munich,True,2517,2877,generated_id_93da3d33
random-id-10d86371-1d4e-438a-9820-d690b9534218,0.139,0.139,Technical University of Munich,True,2517,2618,generated_id_70227316
random-id-6c1cd918-bcee-4b2b-abdc-e20d098f558a,0.139,0.139,Technical University of Munich,True,2517,2589,generated_id_38d4818e
random-id-1dca5e0b-2712-482a-b330-43cdb0d91505,0.139,0.139,Technical University of Munich,True,2517,2920,generated_id_ae240c32
random-id-31033753-f3a5-432a-8101-b0b05620a1a4,0.139,0.139,Technical University of Munich,True,2517,2964,generated_id_e326e322
random-id-fe2a3635-58fd-4555-88bd-c5525c634ba3,0.139,0.139,Technical University of Munich,True,2517,2863,generated_id_c30bb07b
random-id-d38acd41-513a-431d-aece-2bd521207500,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_19b49ab3
